time	V(d)	V(g)	V(gg)	Id(M1)
3.054384910131710e-008	1.292785e+001	5.414763e+000	1.200000e+001	3.814081e+000
3.104384910127076e-008	1.291535e+001	5.463778e+000	1.200000e+001	4.127224e+000
3.154384910122442e-008	1.290259e+001	5.511972e+000	1.200000e+001	4.445985e+000
3.204384910117809e-008	1.288959e+001	5.559373e+000	1.200000e+001	4.769904e+000
3.254384910113175e-008	1.287636e+001	5.606008e+000	1.200000e+001	5.098548e+000
3.304384910108541e-008	1.286293e+001	5.651902e+000	1.200000e+001	5.431518e+000
3.404384910099274e-008	1.283547e+001	5.741555e+000	1.200000e+001	6.108956e+000
3.554384910085372e-008	1.279298e+001	5.871006e+000	1.200000e+001	7.148920e+000
3.675813481502691e-008	1.275755e+001	5.971314e+000	1.200000e+001	8.014024e+000
3.797242052920009e-008	1.272139e+001	6.068555e+000	1.200000e+001	8.882483e+000
3.918670624337326e-008	1.268451e+001	6.162727e+000	1.200000e+001	9.754295e+000
4.040099195754645e-008	1.264689e+001	6.253832e+000	1.200000e+001	1.062946e+001
4.161527767171963e-008	1.260855e+001	6.341868e+000	1.200000e+001	1.150798e+001
4.282956338589281e-008	1.256949e+001	6.426836e+000	1.200000e+001	1.238986e+001
4.404384910006599e-008	1.252969e+001	6.508736e+000	1.200000e+001	1.327509e+001
4.497242052855136e-008	1.250032e+001	6.570394e+000	1.200000e+001	1.395481e+001
4.590099195703674e-008	1.246884e+001	6.629886e+000	1.200000e+001	1.461964e+001
4.682956338552211e-008	1.243525e+001	6.687210e+000	1.200000e+001	1.526957e+001
4.775813481400748e-008	1.239954e+001	6.742368e+000	1.200000e+001	1.590460e+001
4.868670624249285e-008	1.236172e+001	6.795359e+000	1.200000e+001	1.652474e+001
4.961527767097823e-008	1.232178e+001	6.846183e+000	1.200000e+001	1.712997e+001
5.054384909946360e-008	1.227973e+001	6.894840e+000	1.200000e+001	1.772030e+001
5.104384909941726e-008	1.224949e+001	6.917265e+000	1.200000e+001	1.799025e+001
5.154384909937092e-008	1.220515e+001	6.933096e+000	1.200000e+001	1.817239e+001
5.204384909932459e-008	1.208654e+001	6.915895e+000	1.200000e+001	1.783104e+001
5.221419186189798e-008	1.141019e+001	6.638214e+000	1.200000e+001	1.155388e+001
5.227055497876269e-008	1.066050e+001	6.290884e+000	1.200000e+001	7.362994e+000
5.232593511261818e-008	9.845483e+000	5.879029e+000	1.200000e+001	6.181680e+000
5.234057233319874e-008	9.716459e+000	5.817517e+000	1.200000e+001	5.617082e+000
5.235454318046427e-008	9.635152e+000	5.779875e+000	1.200000e+001	5.062814e+000
5.236535293210408e-008	9.588007e+000	5.754236e+000	1.200000e+001	5.147136e+000
5.237709473505502e-008	9.542592e+000	5.731981e+000	1.200000e+001	5.040043e+000
5.239596000778876e-008	9.484657e+000	5.702749e+000	1.200000e+001	4.994360e+000
5.242552648964706e-008	9.418136e+000	5.670076e+000	1.200000e+001	4.930822e+000
5.248465945325524e-008	9.335660e+000	5.631688e+000	1.200000e+001	4.861863e+000
5.257960187599400e-008	9.265514e+000	5.603527e+000	1.200000e+001	4.812461e+000
5.270146039124297e-008	9.221375e+000	5.592140e+000	1.200000e+001	4.792989e+000
5.286517194716487e-008	9.185383e+000	5.589436e+000	1.200000e+001	4.788073e+000
5.312547524029959e-008	9.136001e+000	5.589307e+000	1.200000e+001	4.787336e+000
5.476833238300448e-008	8.830210e+000	5.591015e+000	1.200000e+001	4.786608e+000
5.641118952570938e-008	8.533252e+000	5.592667e+000	1.200000e+001	4.785904e+000
5.805404666841427e-008	8.245126e+000	5.594261e+000	1.200000e+001	4.785225e+000
5.969690381111916e-008	7.965832e+000	5.595799e+000	1.200000e+001	4.784570e+000
6.133976095382405e-008	7.695371e+000	5.597281e+000	1.200000e+001	4.783940e+000
6.298261809652894e-008	7.433743e+000	5.598706e+000	1.200000e+001	4.783334e+000
6.462547523923383e-008	7.180946e+000	5.600074e+000	1.200000e+001	4.782753e+000
6.591118952482896e-008	6.992988e+000	5.601065e+000	1.200000e+001	4.782277e+000
6.719690381042410e-008	6.813279e+000	5.602006e+000	1.200000e+001	4.781816e+000
6.848261809601923e-008	6.641818e+000	5.602896e+000	1.200000e+001	4.781371e+000
6.976833238161436e-008	6.478607e+000	5.603735e+000	1.200000e+001	4.780942e+000
7.105404666720950e-008	6.323645e+000	5.604523e+000	1.200000e+001	4.780529e+000
7.233976095280463e-008	6.176932e+000	5.605261e+000	1.200000e+001	4.780131e+000
7.362547523839975e-008	6.038468e+000	5.605948e+000	1.200000e+001	4.779749e+000
7.498261809541684e-008	5.902462e+000	5.606635e+000	1.200000e+001	4.779404e+000
7.633976095243393e-008	5.771992e+000	5.607304e+000	1.200000e+001	4.779095e+000
7.769690380945101e-008	5.647059e+000	5.607957e+000	1.200000e+001	4.778823e+000
7.905404666646810e-008	5.527663e+000	5.608593e+000	1.200000e+001	4.778588e+000
8.041118952348517e-008	5.413804e+000	5.609213e+000	1.200000e+001	4.778390e+000
8.176833238050226e-008	5.305482e+000	5.609816e+000	1.200000e+001	4.778228e+000
8.312547523751934e-008	5.202696e+000	5.610402e+000	1.200000e+001	4.778103e+000
8.462547523738033e-008	5.091476e+000	5.611051e+000	1.200000e+001	4.777989e+000
8.612547523724132e-008	4.982212e+000	5.611696e+000	1.200000e+001	4.777890e+000
8.762547523710230e-008	4.874906e+000	5.612337e+000	1.200000e+001	4.777805e+000
8.912547523696329e-008	4.769557e+000	5.612975e+000	1.200000e+001	4.777736e+000
9.062547523682428e-008	4.666166e+000	5.613610e+000	1.200000e+001	4.777681e+000
9.212547523668527e-008	4.564731e+000	5.614241e+000	1.200000e+001	4.777641e+000
9.362547523654625e-008	4.465254e+000	5.614869e+000	1.200000e+001	4.777616e+000
9.641118952200237e-008	4.282360e+000	5.616034e+000	1.200000e+001	4.777584e+000
9.919690380745850e-008	4.100565e+000	5.617202e+000	1.200000e+001	4.777561e+000
1.019826180929146e-007	3.919870e+000	5.618371e+000	1.200000e+001	4.777549e+000
1.047683323783707e-007	3.740274e+000	5.619543e+000	1.200000e+001	4.777547e+000
1.075540466638269e-007	3.561777e+000	5.620718e+000	1.200000e+001	4.777555e+000
1.103397609492830e-007	3.384380e+000	5.621895e+000	1.200000e+001	4.777574e+000
1.131254752347391e-007	3.208082e+000	5.623074e+000	1.200000e+001	4.777602e+000
1.164826180915708e-007	2.995206e+000	5.624502e+000	1.200000e+001	4.777637e+000
1.198397609484026e-007	2.782499e+000	5.625941e+000	1.200000e+001	4.777677e+000
1.231969038052343e-007	2.569961e+000	5.627389e+000	1.200000e+001	4.777722e+000
1.265540466620660e-007	2.357592e+000	5.628848e+000	1.200000e+001	4.777772e+000
1.299111895188978e-007	2.145391e+000	5.630318e+000	1.200000e+001	4.777827e+000
1.332683323757295e-007	1.933359e+000	5.631797e+000	1.200000e+001	4.777887e+000
1.366254752325612e-007	1.721496e+000	5.633287e+000	1.200000e+001	4.777952e+000
1.371254752325149e-007	1.689983e+000	5.633549e+000	1.200000e+001	4.777955e+000
1.376254752324686e-007	1.658738e+000	5.634034e+000	1.200000e+001	4.777929e+000
1.395540466608613e-007	1.547769e+000	5.643912e+000	1.200000e+001	4.777707e+000
1.414826180892539e-007	1.446449e+000	5.661082e+000	1.200000e+001	4.777508e+000
1.434111895176467e-007	1.354778e+000	5.685546e+000	1.200000e+001	4.777332e+000
1.453397609460394e-007	1.272757e+000	5.717301e+000	1.200000e+001	4.777181e+000
1.472683323744321e-007	1.200385e+000	5.756350e+000	1.200000e+001	4.777053e+000
1.491969038028247e-007	1.137662e+000	5.802691e+000	1.200000e+001	4.776949e+000
1.511254752312174e-007	1.084589e+000	5.856324e+000	1.200000e+001	4.776869e+000
1.524111895168126e-007	1.051469e+000	5.893302e+000	1.200000e+001	4.776827e+000
1.536969038024077e-007	1.020356e+000	5.931479e+000	1.200000e+001	4.776791e+000
1.549826180880028e-007	9.912493e-001	5.970854e+000	1.200000e+001	4.776762e+000
1.562683323735980e-007	9.641499e-001	6.011427e+000	1.200000e+001	4.776738e+000
1.575540466591931e-007	9.390575e-001	6.053199e+000	1.200000e+001	4.776721e+000
1.588397609447882e-007	9.159718e-001	6.096169e+000	1.200000e+001	4.776710e+000
1.601254752303834e-007	8.948931e-001	6.140338e+000	1.200000e+001	4.776705e+000
1.615540466588224e-007	8.729807e-001	6.190076e+000	1.200000e+001	4.776704e+000
1.629826180872614e-007	8.523441e-001	6.240255e+000	1.200000e+001	4.776706e+000
1.644111895157005e-007	8.329830e-001	6.290873e+000	1.200000e+001	4.776712e+000
1.658397609441395e-007	8.148977e-001	6.341931e+000	1.200000e+001	4.776721e+000
1.672683323725786e-007	7.980880e-001	6.393428e+000	1.200000e+001	4.776735e+000
1.686969038010176e-007	7.825540e-001	6.445366e+000	1.200000e+001	4.776751e+000
1.701254752294566e-007	7.682956e-001	6.497744e+000	1.200000e+001	4.776772e+000
1.717683323721615e-007	7.529055e-001	6.558030e+000	1.200000e+001	4.776798e+000
1.734111895148664e-007	7.383804e-001	6.618218e+000	1.200000e+001	4.776826e+000
1.750540466575713e-007	7.247206e-001	6.678307e+000	1.200000e+001	4.776856e+000
1.766969038002762e-007	7.119258e-001	6.738297e+000	1.200000e+001	4.776888e+000
1.783397609429811e-007	6.999963e-001	6.798189e+000	1.200000e+001	4.776922e+000
1.799826180856860e-007	6.889319e-001	6.857981e+000	1.200000e+001	4.776959e+000
1.816254752283909e-007	6.787326e-001	6.917675e+000	1.200000e+001	4.776998e+000
1.835540466567836e-007	6.674731e-001	6.987305e+000	1.200000e+001	4.777045e+000
1.854826180851762e-007	6.568303e-001	7.056371e+000	1.200000e+001	4.777093e+000
1.874111895135690e-007	6.468043e-001	7.124876e+000	1.200000e+001	4.777142e+000
1.893397609419617e-007	6.373949e-001	7.192819e+000	1.200000e+001	4.777193e+000
1.912683323703544e-007	6.286023e-001	7.260200e+000	1.200000e+001	4.777245e+000
1.931969037987470e-007	6.204264e-001	7.327018e+000	1.200000e+001	4.777298e+000
1.951254752271397e-007	6.128672e-001	7.393275e+000	1.200000e+001	4.777352e+000
1.974826180840641e-007	6.041826e-001	7.473286e+000	1.200000e+001	4.777420e+000
1.998397609409886e-007	5.959758e-001	7.552219e+000	1.200000e+001	4.777488e+000
2.021969037979130e-007	5.882467e-001	7.630074e+000	1.200000e+001	4.777558e+000
2.045540466548374e-007	5.809954e-001	7.706850e+000	1.200000e+001	4.777628e+000
2.069111895117618e-007	5.742217e-001	7.782549e+000	1.200000e+001	4.777699e+000
2.092683323686862e-007	5.679258e-001	7.857169e+000	1.200000e+001	4.777770e+000
2.116254752256106e-007	5.621076e-001	7.930711e+000	1.200000e+001	4.777843e+000
2.145540466539106e-007	5.553198e-001	8.020465e+000	1.200000e+001	4.777934e+000
2.174826180822107e-007	5.489115e-001	8.108521e+000	1.200000e+001	4.778026e+000
2.204111895105107e-007	5.428827e-001	8.194879e+000	1.200000e+001	4.778118e+000
2.233397609388107e-007	5.372335e-001	8.279537e+000	1.200000e+001	4.778210e+000
2.262683323671107e-007	5.319639e-001	8.362497e+000	1.200000e+001	4.778303e+000
2.291969037954107e-007	5.270737e-001	8.443758e+000	1.200000e+001	4.778397e+000
2.321254752237108e-007	5.225631e-001	8.523320e+000	1.200000e+001	4.778491e+000
2.356969037948084e-007	5.173975e-001	8.618051e+000	1.200000e+001	4.778607e+000
2.392683323659059e-007	5.125221e-001	8.710480e+000	1.200000e+001	4.778723e+000
2.428397609370036e-007	5.079369e-001	8.800607e+000	1.200000e+001	4.778839e+000
2.464111895081012e-007	5.036419e-001	8.888433e+000	1.200000e+001	4.778956e+000
2.499826180791987e-007	4.996371e-001	8.973956e+000	1.200000e+001	4.779073e+000
2.535540466502963e-007	4.959225e-001	9.057177e+000	1.200000e+001	4.779190e+000
2.571254752213939e-007	4.924980e-001	9.138097e+000	1.200000e+001	4.779307e+000
2.614826180781330e-007	4.885782e-001	9.233848e+000	1.200000e+001	4.779451e+000
2.658397609348720e-007	4.848818e-001	9.326713e+000	1.200000e+001	4.779596e+000
2.701969037916111e-007	4.814088e-001	9.416691e+000	1.200000e+001	4.779740e+000
2.745540466483501e-007	4.781592e-001	9.503782e+000	1.200000e+001	4.779885e+000
2.789111895050892e-007	4.751331e-001	9.587986e+000	1.200000e+001	4.780030e+000
2.832683323618282e-007	4.723304e-001	9.669304e+000	1.200000e+001	4.780175e+000
2.876254752185673e-007	4.697512e-001	9.747735e+000	1.200000e+001	4.780321e+000
2.929826180752137e-007	4.667827e-001	9.840534e+000	1.200000e+001	4.780500e+000
2.983397609318601e-007	4.639892e-001	9.929903e+000	1.200000e+001	4.780679e+000
3.036969037885065e-007	4.613708e-001	1.001584e+001	1.200000e+001	4.780858e+000
3.090540466451529e-007	4.589274e-001	1.009835e+001	1.200000e+001	4.781038e+000
3.144111895017993e-007	4.566592e-001	1.017743e+001	1.200000e+001	4.781218e+000
3.197683323584456e-007	4.545659e-001	1.025309e+001	1.200000e+001	4.781398e+000
3.251254752150920e-007	4.526477e-001	1.032531e+001	1.200000e+001	4.781578e+000
3.315540466430677e-007	4.504973e-001	1.040800e+001	1.200000e+001	4.781794e+000
3.379826180710433e-007	4.484779e-001	1.048707e+001	1.200000e+001	4.782011e+000
3.444111894990190e-007	4.465896e-001	1.056252e+001	1.200000e+001	4.782227e+000
3.508397609269947e-007	4.448322e-001	1.063435e+001	1.200000e+001	4.782444e+000
3.572683323549703e-007	4.432058e-001	1.070255e+001	1.200000e+001	4.782661e+000
3.636969037829460e-007	4.417105e-001	1.076713e+001	1.200000e+001	4.782878e+000
3.701254752109216e-007	4.403462e-001	1.082810e+001	1.200000e+001	4.783095e+000
3.777683323530705e-007	4.388362e-001	1.089662e+001	1.200000e+001	4.783353e+000
3.854111894952193e-007	4.374229e-001	1.096164e+001	1.200000e+001	4.783611e+000
3.930540466373682e-007	4.361061e-001	1.102316e+001	1.200000e+001	4.783870e+000
4.006969037795170e-007	4.348860e-001	1.108119e+001	1.200000e+001	4.784128e+000
4.083397609216659e-007	4.337624e-001	1.113572e+001	1.200000e+001	4.784387e+000
4.159826180638147e-007	4.327355e-001	1.118674e+001	1.200000e+001	4.784645e+000
4.236254752059635e-007	4.318051e-001	1.123427e+001	1.200000e+001	4.784904e+000
4.326254752051294e-007	4.307907e-001	1.128667e+001	1.200000e+001	4.785209e+000
4.416254752042954e-007	4.298458e-001	1.133599e+001	1.200000e+001	4.785513e+000
4.506254752034613e-007	4.289704e-001	1.138224e+001	1.200000e+001	4.785818e+000
4.596254752026272e-007	4.281644e-001	1.142542e+001	1.200000e+001	4.786123e+000
4.686254752017931e-007	4.274278e-001	1.146552e+001	1.200000e+001	4.786427e+000
4.776254752009591e-007	4.267607e-001	1.150254e+001	1.200000e+001	4.786732e+000
4.866254752001250e-007	4.261631e-001	1.153650e+001	1.200000e+001	4.787037e+000
4.986254751990129e-007	4.254221e-001	1.157880e+001	1.200000e+001	4.787444e+000
5.091969037694618e-007	4.248459e-001	1.161237e+001	1.200000e+001	4.787802e+000
5.197683323399106e-007	4.243131e-001	1.164369e+001	1.200000e+001	4.788161e+000
5.303397609103595e-007	4.238237e-001	1.167277e+001	1.200000e+001	4.788519e+000
5.409111894808083e-007	4.233777e-001	1.169960e+001	1.200000e+001	4.788877e+000
5.514826180512572e-007	4.229751e-001	1.172419e+001	1.200000e+001	4.789236e+000
5.620540466217061e-007	4.226159e-001	1.174653e+001	1.200000e+001	4.789594e+000
5.726254751921549e-007	4.223001e-001	1.176663e+001	1.200000e+001	4.789953e+000
5.840540466196672e-007	4.219887e-001	1.178664e+001	1.200000e+001	4.790340e+000
5.954826180471795e-007	4.217028e-001	1.180523e+001	1.200000e+001	4.790728e+000
6.069111894746918e-007	4.214423e-001	1.182240e+001	1.200000e+001	4.791115e+000
6.183397609022041e-007	4.212073e-001	1.183814e+001	1.200000e+001	4.791503e+000
6.297683323297164e-007	4.209977e-001	1.185245e+001	1.200000e+001	4.791890e+000
6.411969037572287e-007	4.208135e-001	1.186535e+001	1.200000e+001	4.792278e+000
6.526254751847409e-007	4.206548e-001	1.187681e+001	1.200000e+001	4.792665e+000
6.640540466122532e-007	4.205111e-001	1.188739e+001	1.200000e+001	4.793052e+000
6.754826180397655e-007	4.203804e-001	1.189721e+001	1.200000e+001	4.793440e+000
6.869111894672778e-007	4.202625e-001	1.190628e+001	1.200000e+001	4.793827e+000
6.983397608947901e-007	4.201574e-001	1.191459e+001	1.200000e+001	4.794215e+000
7.097683323223024e-007	4.200653e-001	1.192215e+001	1.200000e+001	4.794602e+000
7.211969037498147e-007	4.199860e-001	1.192896e+001	1.200000e+001	4.794990e+000
7.326254751773269e-007	4.199196e-001	1.193502e+001	1.200000e+001	4.795377e+000
7.440540466048392e-007	4.198610e-001	1.194060e+001	1.200000e+001	4.795765e+000
7.554826180323515e-007	4.198091e-001	1.194579e+001	1.200000e+001	4.796152e+000
7.669111894598638e-007	4.197639e-001	1.195058e+001	1.200000e+001	4.796539e+000
7.783397608873761e-007	4.197252e-001	1.195497e+001	1.200000e+001	4.796927e+000
7.897683323148884e-007	4.196933e-001	1.195896e+001	1.200000e+001	4.797314e+000
8.011969037424007e-007	4.196680e-001	1.196256e+001	1.200000e+001	4.797701e+000
8.126254751699129e-007	4.196493e-001	1.196576e+001	1.200000e+001	4.798089e+000
8.240540465974252e-007	4.196347e-001	1.196870e+001	1.200000e+001	4.798476e+000
8.354826180249375e-007	4.196236e-001	1.197144e+001	1.200000e+001	4.798863e+000
8.469111894524498e-007	4.196160e-001	1.197397e+001	1.200000e+001	4.799250e+000
8.583397608799621e-007	4.196119e-001	1.197629e+001	1.200000e+001	4.799637e+000
8.697683323074744e-007	4.196112e-001	1.197840e+001	1.200000e+001	4.800025e+000
8.811969037349867e-007	4.196140e-001	1.198030e+001	1.200000e+001	4.800412e+000
8.926254751624990e-007	4.196202e-001	1.198199e+001	1.200000e+001	4.800799e+000
9.040540465900112e-007	4.196286e-001	1.198354e+001	1.200000e+001	4.801186e+000
9.154826180175235e-007	4.196389e-001	1.198499e+001	1.200000e+001	4.801573e+000
9.269111894450358e-007	4.196509e-001	1.198632e+001	1.200000e+001	4.801960e+000
9.383397608725481e-007	4.196648e-001	1.198755e+001	1.200000e+001	4.802347e+000
9.497683323000604e-007	4.196805e-001	1.198866e+001	1.200000e+001	4.802734e+000
9.611969037275726e-007	4.196980e-001	1.198966e+001	1.200000e+001	4.803121e+000
9.726254751550850e-007	4.197174e-001	1.199055e+001	1.200000e+001	4.803508e+000
9.779826180117312e-007	4.197267e-001	1.199095e+001	1.200000e+001	4.803690e+000
9.833397608683778e-007	4.197363e-001	1.199134e+001	1.200000e+001	4.803871e+000
9.886969037250240e-007	4.197462e-001	1.199171e+001	1.200000e+001	4.804052e+000
9.940540465816705e-007	4.197563e-001	1.199206e+001	1.200000e+001	4.804234e+000
9.994111894383168e-007	4.197666e-001	1.199240e+001	1.200000e+001	4.804415e+000
1.004768332294963e-006	4.197772e-001	1.199272e+001	1.200000e+001	4.804596e+000
1.010125475151610e-006	4.197881e-001	1.199303e+001	1.200000e+001	4.804778e+000
1.010625475151563e-006	4.197891e-001	1.199306e+001	1.200000e+001	4.804795e+000
1.021982618007654e-006	4.198130e-001	1.199366e+001	1.200000e+001	4.805179e+000
1.033339760863744e-006	4.198375e-001	1.199423e+001	1.200000e+001	4.805564e+000
1.044696903719834e-006	4.198627e-001	1.199474e+001	1.200000e+001	4.805948e+000
1.056054046575925e-006	4.198887e-001	1.199522e+001	1.200000e+001	4.806333e+000
1.067411189432015e-006	4.199153e-001	1.199565e+001	1.200000e+001	4.806717e+000
1.078768332288105e-006	4.199426e-001	1.199604e+001	1.200000e+001	4.807101e+000
1.090125475144196e-006	4.199707e-001	1.199639e+001	1.200000e+001	4.807486e+000
1.101411189428864e-006	4.199990e-001	1.199670e+001	1.200000e+001	4.807868e+000
1.112696903713532e-006	4.200276e-001	1.199700e+001	1.200000e+001	4.808249e+000
1.123982617998201e-006	4.200566e-001	1.199727e+001	1.200000e+001	4.808631e+000
1.135268332282869e-006	4.200860e-001	1.199752e+001	1.200000e+001	4.809013e+000
1.146554046567538e-006	4.201158e-001	1.199775e+001	1.200000e+001	4.809395e+000
1.157839760852206e-006	4.201459e-001	1.199796e+001	1.200000e+001	4.809777e+000
1.169125475136874e-006	4.201763e-001	1.199814e+001	1.200000e+001	4.810158e+000
1.180268332278699e-006	4.202066e-001	1.199831e+001	1.200000e+001	4.810535e+000
1.191411189420523e-006	4.202371e-001	1.199846e+001	1.200000e+001	4.810912e+000
1.202554046562348e-006	4.202678e-001	1.199861e+001	1.200000e+001	4.811289e+000
1.213696903704172e-006	4.202987e-001	1.199874e+001	1.200000e+001	4.811666e+000
1.224839760845997e-006	4.203298e-001	1.199886e+001	1.200000e+001	4.812042e+000
1.235982617987821e-006	4.203611e-001	1.199897e+001	1.200000e+001	4.812419e+000
1.247125475129646e-006	4.203925e-001	1.199907e+001	1.200000e+001	4.812796e+000
1.257982617985782e-006	4.204233e-001	1.199915e+001	1.200000e+001	4.813163e+000
1.268839760841919e-006	4.204541e-001	1.199923e+001	1.200000e+001	4.813530e+000
1.279696903698056e-006	4.204851e-001	1.199931e+001	1.200000e+001	4.813897e+000
1.290554046554192e-006	4.205161e-001	1.199938e+001	1.200000e+001	4.814264e+000
1.301411189410329e-006	4.205473e-001	1.199944e+001	1.200000e+001	4.814631e+000
1.312268332266466e-006	4.205785e-001	1.199950e+001	1.200000e+001	4.814998e+000
1.323125475122602e-006	4.206098e-001	1.199955e+001	1.200000e+001	4.815365e+000
1.333482617978785e-006	4.206398e-001	1.199960e+001	1.200000e+001	4.815715e+000
1.343839760834968e-006	4.206698e-001	1.199964e+001	1.200000e+001	4.816065e+000
1.354196903691151e-006	4.206998e-001	1.199968e+001	1.200000e+001	4.816415e+000
1.364554046547335e-006	4.207299e-001	1.199972e+001	1.200000e+001	4.816765e+000
1.374911189403517e-006	4.207600e-001	1.199975e+001	1.200000e+001	4.817115e+000
1.385268332259701e-006	4.207902e-001	1.199978e+001	1.200000e+001	4.817465e+000
1.395625475115883e-006	4.208205e-001	1.199981e+001	1.200000e+001	4.817815e+000
1.405125475115003e-006	4.208482e-001	1.199983e+001	1.200000e+001	4.818136e+000
1.414625475114123e-006	4.208760e-001	1.199985e+001	1.200000e+001	4.818457e+000
1.424125475113242e-006	4.209038e-001	1.199987e+001	1.200000e+001	4.818777e+000
1.433625475112362e-006	4.209316e-001	1.199989e+001	1.200000e+001	4.819098e+000
1.443125475111481e-006	4.209595e-001	1.199991e+001	1.200000e+001	4.819419e+000
1.452625475110601e-006	4.209874e-001	1.199993e+001	1.200000e+001	4.819740e+000
1.462125475109721e-006	4.210153e-001	1.199994e+001	1.200000e+001	4.820061e+000
1.469911189394713e-006	4.210381e-001	1.199995e+001	1.200000e+001	4.820324e+000
1.477696903679706e-006	4.210610e-001	1.199997e+001	1.200000e+001	4.820587e+000
1.485482617964699e-006	4.210839e-001	1.199998e+001	1.200000e+001	4.820850e+000
1.493268332249692e-006	4.211068e-001	1.199999e+001	1.200000e+001	4.821112e+000
1.501054046534684e-006	4.211297e-001	1.199999e+001	1.200000e+001	4.821375e+000
1.508839760819677e-006	4.211526e-001	1.200000e+001	1.200000e+001	4.821638e+000
1.516625475104670e-006	4.211755e-001	1.200001e+001	1.200000e+001	4.821901e+000
1.522625475104114e-006	4.211932e-001	1.200002e+001	1.200000e+001	4.822104e+000
1.533768332245938e-006	4.212260e-001	1.200003e+001	1.200000e+001	4.822480e+000
1.544911189387763e-006	4.212589e-001	1.200004e+001	1.200000e+001	4.822856e+000
1.556054046529587e-006	4.212917e-001	1.200004e+001	1.200000e+001	4.823232e+000
1.567196903671412e-006	4.213246e-001	1.200005e+001	1.200000e+001	4.823608e+000
