time	V(N001,P001)	V(n003)	V(n004)	I(D1)	I(L1)
2.833334176439984e-004	-1.952681e+000	1.823807e+001	1.008648e+000	-1.363705e+002	1.354457e-001
2.833334332889425e-004	-1.904794e+000	1.823785e+001	1.196387e+000	-1.361800e+002	1.354456e-001
2.833334410296999e-004	-1.092726e+000	1.823775e+001	1.289276e+000	-1.280383e+002	1.354455e-001
2.833334492799656e-004	2.489457e+000	1.823766e+001	1.388280e+000	-9.223640e+001	1.354455e-001
2.833334537987763e-004	6.139964e+000	1.823762e+001	1.442505e+000	-5.574408e+001	1.354456e-001
2.833334577437533e-004	9.066765e+000	1.823760e+001	1.489845e+000	-2.648239e+001	1.354458e-001
2.833334617913174e-004	1.062819e+001	1.823759e+001	1.538416e+000	-1.087365e+001	1.354460e-001
2.833334657315150e-004	1.128002e+001	1.823759e+001	1.585698e+000	-4.355410e+000	1.354462e-001
2.833334705180620e-004	1.156560e+001	1.823759e+001	1.643137e+000	-1.499626e+000	1.354464e-001
2.833334767670301e-004	1.167757e+001	1.823759e+001	1.718124e+000	-3.799125e-001	1.354468e-001
2.833334861407162e-004	1.171088e+001	1.823759e+001	1.830609e+000	-4.682608e-002	1.354472e-001
2.833335006446657e-004	1.171570e+001	1.823759e+001	2.004656e+000	1.427979e-003	1.354480e-001
2.833335289629956e-004	1.171554e+001	1.823759e+001	2.344476e+000	-2.088223e-004	1.354495e-001
2.833335855996553e-004	1.171556e+001	1.823759e+001	3.024116e+000	6.010595e-005	1.354525e-001
2.833336988729747e-004	1.171553e+001	1.823759e+001	4.383396e+000	-2.207672e-005	1.354586e-001
2.833339254196135e-004	1.171551e+001	1.823758e+001	7.101955e+000	9.464373e-006	1.354706e-001
2.833343335899999e-004	1.171551e+001	1.823757e+001	1.200000e+001	4.682863e-004	1.354924e-001
2.833343744070385e-004	1.171548e+001	1.823757e+001	1.200000e+001	1.729092e-004	1.354945e-001
2.833344560411158e-004	1.171545e+001	1.823757e+001	1.200000e+001	2.858131e-006	1.354989e-001
2.833346193092704e-004	1.171543e+001	1.823757e+001	1.200000e+001	-3.501906e-007	1.355076e-001
2.833349458455795e-004	1.171540e+001	1.823756e+001	1.200000e+001	1.017816e-006	1.355250e-001
2.833355989181976e-004	1.171532e+001	1.823755e+001	1.200000e+001	4.466477e-007	1.355598e-001
2.833365989181975e-004	1.171521e+001	1.823753e+001	1.200000e+001	5.919765e-007	1.356130e-001
2.833375989181974e-004	1.171510e+001	1.823751e+001	1.200000e+001	5.875513e-007	1.356663e-001
2.833385989181973e-004	1.171499e+001	1.823750e+001	1.200000e+001	5.918969e-007	1.357195e-001
2.833395989181972e-004	1.171488e+001	1.823748e+001	1.200000e+001	5.876223e-007	1.357727e-001
2.833405989181971e-004	1.171477e+001	1.823746e+001	1.200000e+001	5.918196e-007	1.358260e-001
2.833415989181970e-004	1.171465e+001	1.823744e+001	1.200000e+001	5.876909e-007	1.358792e-001
2.833425989181970e-004	1.171454e+001	1.823742e+001	1.200000e+001	5.917454e-007	1.359325e-001
2.833435989181969e-004	1.171443e+001	1.823740e+001	1.200000e+001	5.877578e-007	1.359857e-001
2.833445989181968e-004	1.171432e+001	1.823739e+001	1.200000e+001	5.916736e-007	1.360390e-001
2.833455989181967e-004	1.171421e+001	1.823737e+001	1.200000e+001	5.878219e-007	1.360922e-001
2.833465989181966e-004	1.171409e+001	1.823735e+001	1.200000e+001	5.916040e-007	1.361455e-001
2.833475989181965e-004	1.171398e+001	1.823733e+001	1.200000e+001	5.878833e-007	1.361987e-001
2.833485989181964e-004	1.171387e+001	1.823731e+001	1.200000e+001	5.915363e-007	1.362520e-001
2.833495989181963e-004	1.171376e+001	1.823730e+001	1.200000e+001	5.879424e-007	1.363052e-001
2.833505989181962e-004	1.171365e+001	1.823728e+001	1.200000e+001	5.914708e-007	1.363585e-001
2.833515989181961e-004	1.171354e+001	1.823726e+001	1.200000e+001	5.880001e-007	1.364117e-001
2.833525989181960e-004	1.171342e+001	1.823724e+001	1.200000e+001	5.914085e-007	1.364650e-001
2.833535989181959e-004	1.171331e+001	1.823722e+001	1.200000e+001	5.880561e-007	1.365182e-001
2.833545989181958e-004	1.171320e+001	1.823720e+001	1.200000e+001	5.913475e-007	1.365714e-001
2.833555989181958e-004	1.171309e+001	1.823719e+001	1.200000e+001	5.881088e-007	1.366247e-001
2.833565989181957e-004	1.171298e+001	1.823717e+001	1.200000e+001	5.912880e-007	1.366779e-001
2.833575989181956e-004	1.171286e+001	1.823715e+001	1.200000e+001	5.881598e-007	1.367311e-001
2.833585989181955e-004	1.171275e+001	1.823713e+001	1.200000e+001	5.912307e-007	1.367844e-001
2.833595989181954e-004	1.171264e+001	1.823711e+001	1.200000e+001	5.882098e-007	1.368376e-001
2.833605989181953e-004	1.171253e+001	1.823709e+001	1.200000e+001	5.911756e-007	1.368909e-001
2.833615989181952e-004	1.171242e+001	1.823708e+001	1.200000e+001	5.882571e-007	1.369441e-001
2.833625989181951e-004	1.171231e+001	1.823706e+001	1.200000e+001	5.911215e-007	1.369973e-001
2.833635989181950e-004	1.171219e+001	1.823704e+001	1.200000e+001	5.883030e-007	1.370506e-001
2.833645989181949e-004	1.171208e+001	1.823702e+001	1.200000e+001	5.910701e-007	1.371038e-001
2.833655989181948e-004	1.171197e+001	1.823700e+001	1.200000e+001	5.883471e-007	1.371571e-001
2.833665989181947e-004	1.171186e+001	1.823699e+001	1.200000e+001	5.910192e-007	1.372103e-001
2.833675989181946e-004	1.171175e+001	1.823697e+001	1.200000e+001	5.883899e-007	1.372635e-001
2.833685989181945e-004	1.171163e+001	1.823695e+001	1.200000e+001	5.909715e-007	1.373168e-001
2.833695989181945e-004	1.171152e+001	1.823693e+001	1.200000e+001	5.884312e-007	1.373700e-001
2.834055989181911e-004	1.170750e+001	1.823627e+001	1.200000e+001	5.889373e-007	1.392861e-001
2.834415989181878e-004	1.170348e+001	1.823562e+001	1.200000e+001	5.893134e-007	1.412015e-001
2.834775989181844e-004	1.169946e+001	1.823496e+001	1.200000e+001	5.895595e-007	1.431162e-001
2.835135989181811e-004	1.169544e+001	1.823430e+001	1.200000e+001	5.896757e-007	1.450304e-001
2.835495989181778e-004	1.169142e+001	1.823365e+001	1.200000e+001	5.896619e-007	1.469438e-001
2.835855989181744e-004	1.168740e+001	1.823299e+001	1.200000e+001	5.895181e-007	1.488566e-001
2.836215989181711e-004	1.168339e+001	1.823234e+001	1.200000e+001	5.892445e-007	1.507687e-001
2.836975989181641e-004	1.167491e+001	1.823095e+001	1.200000e+001	5.891269e-007	1.548033e-001
2.847215989180692e-004	1.156135e+001	1.821229e+001	1.200000e+001	5.873979e-007	2.088791e-001
2.857455989179743e-004	1.144890e+001	1.819365e+001	1.200000e+001	5.856777e-007	2.624288e-001
2.867695989178794e-004	1.133754e+001	1.817503e+001	1.200000e+001	5.839704e-007	3.154573e-001
2.877935989177845e-004	1.122726e+001	1.815643e+001	1.200000e+001	5.822759e-007	3.679697e-001
2.888175989176896e-004	1.111806e+001	1.813785e+001	1.200000e+001	5.805941e-007	4.199711e-001
2.898415989175947e-004	1.100992e+001	1.811928e+001	1.200000e+001	5.789249e-007	4.714665e-001
2.900010002566699e-004	1.099318e+001	1.811639e+001	1.200000e+001	5.786662e-007	4.794373e-001
2.900018668994797e-004	1.099309e+001	1.811638e+001	1.600286e+000	5.786420e-007	4.794806e-001
2.900019153930034e-004	1.087326e+001	1.811638e+001	1.018364e+000	8.717982e-002	4.794830e-001
2.900020002566700e-004	1.033403e+001	1.811638e+001	0.000000e+000	4.794864e-001	4.794872e-001
2.900021555496025e-004	8.107223e+000	1.811638e+001	0.000000e+000	4.794902e-001	4.794931e-001
2.900023108425350e-004	6.059920e+000	1.811639e+001	0.000000e+000	4.794927e-001	4.794977e-001
2.900024661354674e-004	4.192125e+000	1.811639e+001	0.000000e+000	4.794940e-001	4.795009e-001
2.900026214283999e-004	2.503839e+000	1.811640e+001	0.000000e+000	4.794942e-001	4.795027e-001
2.900027767213324e-004	9.950607e-001	1.811640e+001	0.000000e+000	4.794932e-001	4.795032e-001
2.900029320142648e-004	-3.342091e-001	1.811641e+001	0.000000e+000	4.794910e-001	4.795023e-001
2.900030873071973e-004	-1.483971e+000	1.811641e+001	0.000000e+000	4.794876e-001	4.795001e-001
2.900040873071972e-004	-6.410519e+000	1.811644e+001	0.000000e+000	4.794617e-001	4.794792e-001
2.900049005840383e-004	-7.662781e+000	1.811646e+001	0.000000e+000	4.794350e-001	4.794537e-001
2.900075775544576e-004	-7.715361e+000	1.811654e+001	0.000000e+000	4.793408e-001	4.793595e-001
2.900102545248768e-004	-7.757770e+000	1.811663e+001	0.000000e+000	4.792463e-001	4.792651e-001
2.900129314952960e-004	-7.790009e+000	1.811671e+001	0.000000e+000	4.791517e-001	4.791706e-001
2.900156084657152e-004	-7.812078e+000	1.811678e+001	0.000000e+000	4.790570e-001	4.790759e-001
2.900182854361345e-004	-7.823975e+000	1.811686e+001	0.000000e+000	4.789621e-001	4.789810e-001
2.900209624065537e-004	-7.825702e+000	1.811694e+001	0.000000e+000	4.788671e-001	4.788859e-001
2.900236393769730e-004	-7.817259e+000	1.811702e+001	0.000000e+000	4.787719e-001	4.787907e-001
2.908366393768976e-004	-7.828894e+000	1.814003e+001	0.000000e+000	4.497734e-001	4.497924e-001
2.918606393768027e-004	-7.776123e+000	1.816564e+001	0.000000e+000	4.134529e-001	4.134718e-001
2.928846393767078e-004	-7.719776e+000	1.818751e+001	0.000000e+000	3.773865e-001	3.774054e-001
2.939086393766129e-004	-7.659851e+000	1.820569e+001	0.000000e+000	3.415908e-001	3.416098e-001
2.949326393765180e-004	-7.596327e+000	1.822020e+001	0.000000e+000	3.060826e-001	3.061016e-001
2.959566393764231e-004	-7.529152e+000	1.823107e+001	0.000000e+000	2.708787e-001	2.708977e-001
2.969806393763282e-004	-7.458233e+000	1.823835e+001	0.000000e+000	2.359963e-001	2.360153e-001
2.980046393762333e-004	-7.383402e+000	1.824206e+001	0.000000e+000	2.014532e-001	2.014722e-001
2.980976393762247e-004	-7.376404e+000	1.824222e+001	0.000000e+000	1.983334e-001	1.983524e-001
2.981906393762161e-004	-7.369370e+000	1.824236e+001	0.000000e+000	1.952166e-001	1.952356e-001
2.982836393762075e-004	-7.362301e+000	1.824246e+001	0.000000e+000	1.921028e-001	1.921218e-001
2.983766393761988e-004	-7.355196e+000	1.824254e+001	0.000000e+000	1.889920e-001	1.890110e-001
2.984696393761902e-004	-7.348056e+000	1.824259e+001	0.000000e+000	1.858842e-001	1.859032e-001
2.985626393761816e-004	-7.340881e+000	1.824260e+001	0.000000e+000	1.827794e-001	1.827984e-001
2.986556393761730e-004	-7.333670e+000	1.824259e+001	0.000000e+000	1.796777e-001	1.796966e-001
2.990286393761384e-004	-7.304367e+000	1.824226e+001	0.000000e+000	1.672682e-001	1.672872e-001
3.000000002600001e-004	-7.225035e+000	1.823923e+001	2.602085e-009	1.351902e-001	1.352092e-001
3.000000333207421e-004	-6.611261e+000	1.823920e+001	3.967289e-001	-1.578988e+001	1.352081e-001
3.000000653064305e-004	-4.437645e+000	1.823908e+001	7.805572e-001	-7.207427e+001	1.352073e-001
3.000000867976627e-004	-2.624503e+000	1.823889e+001	1.038452e+000	-1.184569e+002	1.352069e-001
3.000001070578586e-004	-1.620120e+000	1.823864e+001	1.281574e+000	-1.333410e+002	1.352067e-001
3.000001142897319e-004	2.148266e-001	1.823854e+001	1.368357e+000	-1.150050e+002	1.352067e-001
3.000001185283761e-004	3.556583e+000	1.823850e+001	1.419221e+000	-8.159279e+001	1.352067e-001
3.000001216863554e-004	6.682887e+000	1.823848e+001	1.457116e+000	-5.032951e+001	1.352068e-001
3.000001250614980e-004	9.075094e+000	1.823846e+001	1.497618e+000	-2.640863e+001	1.352070e-001
3.000001284679775e-004	1.042830e+001	1.823846e+001	1.538496e+000	-1.287763e+001	1.352071e-001
3.000001326833521e-004	1.120650e+001	1.823845e+001	1.589080e+000	-5.095674e+000	1.352073e-001
3.000001372090108e-004	1.153501e+001	1.823845e+001	1.643388e+000	-1.810581e+000	1.352076e-001
3.000001435474211e-004	1.167068e+001	1.823845e+001	1.719449e+000	-4.538022e-001	1.352079e-001
3.000001518486646e-004	1.170968e+001	1.823845e+001	1.819064e+000	-6.385053e-002	1.352083e-001
3.000001659478175e-004	1.171596e+001	1.823845e+001	1.988254e+000	-9.604663e-004	1.352091e-001
3.000001903001475e-004	1.171607e+001	1.823845e+001	2.280482e+000	1.589839e-004	1.352104e-001
3.000002390048076e-004	1.171605e+001	1.823845e+001	2.864938e+000	-4.007656e-005	1.352130e-001
3.000003364141278e-004	1.171604e+001	1.823845e+001	4.033850e+000	1.537255e-005	1.352182e-001
3.000005312327684e-004	1.171602e+001	1.823844e+001	6.371673e+000	1.557722e-005	1.352285e-001
3.000006106227188e-004	1.171601e+001	1.823844e+001	7.324353e+000	1.433375e-005	1.352328e-001
3.000007694026194e-004	1.171599e+001	1.823844e+001	9.229712e+000	-3.130624e-006	1.352412e-001
3.000010002599998e-004	1.171595e+001	1.823843e+001	1.200000e+001	-1.764474e-004	1.352535e-001
3.000010233457377e-004	1.171596e+001	1.823843e+001	1.200000e+001	-6.923688e-005	1.352548e-001
3.000010695172139e-004	1.171596e+001	1.823843e+001	1.200000e+001	-1.816548e-006	1.352572e-001
3.000011618601659e-004	1.171595e+001	1.823843e+001	1.200000e+001	1.449103e-006	1.352621e-001
3.000013465460701e-004	1.171593e+001	1.823843e+001	1.200000e+001	2.257490e-007	1.352720e-001
3.000017159178786e-004	1.171589e+001	1.823842e+001	1.200000e+001	7.573590e-007	1.352916e-001
3.000024546614957e-004	1.171581e+001	1.823841e+001	1.200000e+001	5.469726e-007	1.353310e-001
3.000034546614956e-004	1.171569e+001	1.823839e+001	1.200000e+001	5.907577e-007	1.353842e-001
3.000244546614937e-004	1.171334e+001	1.823801e+001	1.200000e+001	5.890342e-007	1.365024e-001
3.010484546613988e-004	1.159941e+001	1.821934e+001	1.200000e+001	5.879884e-007	1.907564e-001
3.020724546613039e-004	1.148659e+001	1.820069e+001	1.200000e+001	5.862638e-007	2.444823e-001
3.030964546612090e-004	1.137486e+001	1.818207e+001	1.200000e+001	5.845522e-007	2.976855e-001
3.041204546611141e-004	1.126422e+001	1.816346e+001	1.200000e+001	5.828534e-007	3.503709e-001
3.051444546610192e-004	1.115466e+001	1.814487e+001	1.200000e+001	5.811675e-007	4.025435e-001
3.061684546609243e-004	1.104616e+001	1.812630e+001	1.200000e+001	5.794940e-007	4.542085e-001
3.066676669266698e-004	1.099365e+001	1.811725e+001	1.200000e+001	5.786828e-007	4.792132e-001
3.066685130296227e-004	1.099356e+001	1.811724e+001	1.846765e+000	5.786814e-007	4.792555e-001
3.066685472289665e-004	1.098904e+001	1.811723e+001	1.436372e+000	5.294832e-003	4.792572e-001
3.066685985279819e-004	1.093473e+001	1.811723e+001	8.207843e-001	1.368669e-001	4.792597e-001
3.066686070778179e-004	1.088093e+001	1.811723e+001	7.181862e-001	2.882763e-001	4.792601e-001
3.066686092152769e-004	1.085567e+001	1.811723e+001	6.925367e-001	3.451629e-001	4.792603e-001
3.066686134901950e-004	1.079800e+001	1.811723e+001	6.412377e-001	4.138794e-001	4.792605e-001
3.066686220400310e-004	1.067435e+001	1.811723e+001	5.386397e-001	4.621803e-001	4.792609e-001
3.066686391397029e-004	1.041970e+001	1.811723e+001	3.334436e-001	4.781061e-001	4.792617e-001
3.066686669266699e-004	1.000497e+001	1.811724e+001	0.000000e+000	4.792620e-001	4.792630e-001
3.066687681506202e-004	8.545324e+000	1.811724e+001	0.000000e+000	4.792646e-001	4.792671e-001
3.066688693745704e-004	7.163217e+000	1.811724e+001	0.000000e+000	4.792666e-001	4.792705e-001
3.066689705985207e-004	5.858654e+000	1.811724e+001	0.000000e+000	4.792680e-001	4.792732e-001
3.066690718224709e-004	4.631633e+000	1.811725e+001	0.000000e+000	4.792688e-001	4.792752e-001
3.066691730464212e-004	3.482156e+000	1.811725e+001	0.000000e+000	4.792690e-001	4.792766e-001
3.066692742703714e-004	2.410221e+000	1.811725e+001	0.000000e+000	4.792687e-001	4.792773e-001
3.066693754943217e-004	1.415829e+000	1.811726e+001	0.000000e+000	4.792677e-001	4.792773e-001
3.066700868406703e-004	-4.350796e+000	1.811728e+001	0.000000e+000	4.792554e-001	4.792708e-001
3.066706307304605e-004	-7.053886e+000	1.811729e+001	0.000000e+000	4.792397e-001	4.792578e-001
3.066709368128591e-004	-7.594284e+000	1.811730e+001	0.000000e+000	4.792293e-001	4.792479e-001
3.066716494391372e-004	-7.660172e+000	1.811732e+001	0.000000e+000	4.792043e-001	4.792230e-001
3.066723620654154e-004	-7.712288e+000	1.811734e+001	0.000000e+000	4.791793e-001	4.791980e-001
3.066730746916936e-004	-7.750631e+000	1.811737e+001	0.000000e+000	4.791542e-001	4.791730e-001
3.066737873179718e-004	-7.775200e+000	1.811739e+001	0.000000e+000	4.791292e-001	4.791480e-001
3.066744999442500e-004	-7.785997e+000	1.811741e+001	0.000000e+000	4.791041e-001	4.791229e-001
3.066752125705281e-004	-7.783021e+000	1.811743e+001	0.000000e+000	4.790789e-001	4.790977e-001
3.066759251968063e-004	-7.766272e+000	1.811745e+001	0.000000e+000	4.790537e-001	4.790725e-001
3.067294966253728e-004	-7.807910e+000	1.811904e+001	0.000000e+000	4.771430e-001	4.771618e-001
3.067830680539392e-004	-7.839723e+000	1.812062e+001	0.000000e+000	4.752316e-001	4.752505e-001
3.068366394825057e-004	-7.861711e+000	1.812219e+001	0.000000e+000	4.733198e-001	4.733387e-001
3.068902109110721e-004	-7.873874e+000	1.812375e+001	0.000000e+000	4.714074e-001	4.714264e-001
3.069437823396386e-004	-7.876212e+000	1.812530e+001	0.000000e+000	4.694945e-001	4.695135e-001
3.069973537682050e-004	-7.868724e+000	1.812684e+001	0.000000e+000	4.675811e-001	4.676000e-001
3.070509251967715e-004	-7.851412e+000	1.812837e+001	0.000000e+000	4.656671e-001	4.656860e-001
3.071629251967612e-004	-7.845993e+000	1.813153e+001	0.000000e+000	4.616711e-001	4.616901e-001
3.081869251966663e-004	-7.794384e+000	1.815836e+001	0.000000e+000	4.252683e-001	4.252872e-001
3.092109251965714e-004	-7.739195e+000	1.818145e+001	0.000000e+000	3.891141e-001	3.891330e-001
3.102349251964765e-004	-7.680429e+000	1.820082e+001	0.000000e+000	3.532253e-001	3.532442e-001
3.112589251963816e-004	-7.618074e+000	1.821652e+001	0.000000e+000	3.176185e-001	3.176375e-001
3.122829251962867e-004	-7.552090e+000	1.822858e+001	0.000000e+000	2.823106e-001	2.823296e-001
3.133069251961918e-004	-7.482397e+000	1.823702e+001	0.000000e+000	2.473185e-001	2.473375e-001
3.143309251960969e-004	-7.408855e+000	1.824189e+001	0.000000e+000	2.126599e-001	2.126789e-001
3.144630680532275e-004	-7.399077e+000	1.824226e+001	0.000000e+000	2.082125e-001	2.082315e-001
3.145952109103581e-004	-7.389228e+000	1.824257e+001	0.000000e+000	2.037711e-001	2.037901e-001
3.147273537674887e-004	-7.379308e+000	1.824283e+001	0.000000e+000	1.993357e-001	1.993547e-001
3.148594966246193e-004	-7.369317e+000	1.824302e+001	0.000000e+000	1.949063e-001	1.949253e-001
3.149916394817499e-004	-7.359255e+000	1.824316e+001	0.000000e+000	1.904829e-001	1.905019e-001
3.151237823388805e-004	-7.349122e+000	1.824323e+001	0.000000e+000	1.860655e-001	1.860844e-001
3.152559251960111e-004	-7.338919e+000	1.824325e+001	0.000000e+000	1.816541e-001	1.816730e-001
3.153549251960020e-004	-7.331226e+000	1.824323e+001	0.000000e+000	1.783532e-001	1.783722e-001
3.155010680531313e-004	-7.319797e+000	1.824313e+001	0.000000e+000	1.734867e-001	1.735057e-001
3.156472109102606e-004	-7.308269e+000	1.824297e+001	0.000000e+000	1.686280e-001	1.686469e-001
3.157933537673899e-004	-7.296642e+000	1.824273e+001	0.000000e+000	1.637770e-001	1.637960e-001
3.159394966245192e-004	-7.284918e+000	1.824242e+001	0.000000e+000	1.589339e-001	1.589529e-001
3.160856394816485e-004	-7.273095e+000	1.824204e+001	0.000000e+000	1.540985e-001	1.541175e-001
3.162317823387778e-004	-7.261174e+000	1.824159e+001	0.000000e+000	1.492710e-001	1.492899e-001
3.163779251959072e-004	-7.249155e+000	1.824107e+001	0.000000e+000	1.444512e-001	1.444702e-001
3.163789251959071e-004	-7.249071e+000	1.824107e+001	0.000000e+000	1.444183e-001	1.444372e-001
3.166666669299999e-004	-7.225075e+000	1.823984e+001	0.000000e+000	1.349525e-001	1.349715e-001
3.166666794299998e-004	-7.225067e+000	1.823984e+001	1.500000e-001	1.327315e-001	1.349711e-001
3.166667044299997e-004	-7.210039e+000	1.823984e+001	4.500000e-001	-2.621240e-001	1.349703e-001
3.166667169800645e-004	-6.949833e+000	1.823984e+001	6.006008e-001	-7.026443e+000	1.349699e-001
3.166667271484519e-004	-5.660717e+000	1.823981e+001	7.226214e-001	-4.054091e+001	1.349696e-001
3.166667366154812e-004	-3.613878e+000	1.823975e+001	8.362257e-001	-9.367468e+001	1.349694e-001
3.166667470450820e-004	-2.143951e+000	1.823963e+001	9.613810e-001	-1.315986e+002	1.349692e-001
3.166667533565433e-004	-1.940256e+000	1.823955e+001	1.037119e+000	-1.365670e+002	1.349692e-001
3.166667632575734e-004	-1.911475e+000	1.823941e+001	1.155931e+000	-1.362692e+002	1.349691e-001
3.166667750867682e-004	-8.494520e-001	1.823925e+001	1.297881e+000	-1.256365e+002	1.349690e-001
3.166667810650960e-004	1.927549e+000	1.823918e+001	1.369621e+000	-9.787733e+001	1.349690e-001
3.166667843373040e-004	4.827865e+000	1.823915e+001	1.408888e+000	-6.888161e+001	1.349691e-001
3.166667885136964e-004	8.315499e+000	1.823913e+001	1.459004e+000	-3.400860e+001	1.349692e-001
3.166667928008362e-004	1.036071e+001	1.823912e+001	1.510450e+000	-1.355831e+001	1.349694e-001
3.166667967550881e-004	1.118471e+001	1.823912e+001	1.557901e+000	-5.318481e+000	1.349696e-001
3.166668011903508e-004	1.152214e+001	1.823912e+001	1.611124e+000	-1.944206e+000	1.349699e-001
3.166668069570658e-004	1.166121e+001	1.823912e+001	1.680325e+000	-5.535008e-001	1.349702e-001
3.166668154750709e-004	1.170795e+001	1.823912e+001	1.782541e+000	-8.607659e-002	1.349706e-001
3.166668284691272e-004	1.171650e+001	1.823912e+001	1.938470e+000	-6.431832e-004	1.349713e-001
3.166668520836709e-004	1.171657e+001	1.823912e+001	2.221844e+000	8.374528e-005	1.349726e-001
3.166668993127583e-004	1.171655e+001	1.823912e+001	2.788593e+000	-2.026346e-005	1.349751e-001
3.166669937709331e-004	1.171654e+001	1.823911e+001	3.922091e+000	8.093339e-006	1.349801e-001
3.166671826872827e-004	1.171652e+001	1.823911e+001	6.189087e+000	4.593264e-006	1.349902e-001
3.166672890973007e-004	1.171651e+001	1.823911e+001	7.466008e+000	4.375758e-006	1.349958e-001
3.166674541099639e-004	1.171649e+001	1.823911e+001	9.446159e+000	-8.126787e-007	1.350046e-001
3.166676669299998e-004	1.171646e+001	1.823910e+001	1.200000e+001	-9.071841e-005	1.350160e-001
3.166676882120033e-004	1.171646e+001	1.823910e+001	1.200000e+001	-3.587379e-005	1.350171e-001
3.166677307760105e-004	1.171646e+001	1.823910e+001	1.200000e+001	-8.407937e-007	1.350194e-001
3.166678159040250e-004	1.171645e+001	1.823910e+001	1.200000e+001	1.085730e-006	1.350239e-001
3.166679861600537e-004	1.171643e+001	1.823910e+001	1.200000e+001	3.826632e-007	1.350330e-001
3.166683266721110e-004	1.171639e+001	1.823909e+001	1.200000e+001	6.844691e-007	1.350511e-001
3.166690076962259e-004	1.171632e+001	1.823908e+001	1.200000e+001	5.605485e-007	1.350874e-001
3.166700076962258e-004	1.171620e+001	1.823906e+001	1.200000e+001	5.902924e-007	1.351406e-001
3.173740076961606e-004	1.163774e+001	1.822622e+001	1.200000e+001	5.885802e-007	1.725063e-001
3.183980076960657e-004	1.152454e+001	1.820757e+001	1.200000e+001	5.868512e-007	2.264099e-001
3.194220076959708e-004	1.141244e+001	1.818893e+001	1.200000e+001	5.851353e-007	2.797889e-001
3.204460076958759e-004	1.130144e+001	1.817032e+001	1.200000e+001	5.834323e-007	3.326484e-001
3.214700076957810e-004	1.119151e+001	1.815172e+001	1.200000e+001	5.817420e-007	3.849936e-001
3.224940076956861e-004	1.108266e+001	1.813314e+001	1.200000e+001	5.800644e-007	4.368293e-001
3.233343335966698e-004	1.099412e+001	1.811791e+001	1.200000e+001	5.786970e-007	4.789903e-001
3.233352229677108e-004	1.099403e+001	1.811790e+001	1.327548e+000	5.786955e-007	4.790347e-001
3.233352478298752e-004	1.093676e+001	1.811790e+001	1.029202e+000	9.405439e-002	4.790359e-001
3.233352838723409e-004	1.069405e+001	1.811790e+001	5.966920e-001	4.335823e-001	4.790377e-001
3.233352900878820e-004	1.061981e+001	1.811790e+001	5.221055e-001	4.716515e-001	4.790380e-001
3.233353025189642e-004	1.043366e+001	1.811790e+001	3.729325e-001	4.781472e-001	4.790386e-001
3.233353273811288e-004	1.006311e+001	1.811790e+001	7.458650e-002	4.790342e-001	4.790398e-001
3.233353335966699e-004	9.970801e+000	1.811790e+001	0.000000e+000	4.790390e-001	4.790401e-001
3.233353684037002e-004	9.460579e+000	1.811790e+001	0.000000e+000	4.790400e-001	4.790416e-001
3.233354081831634e-004	8.888899e+000	1.811790e+001	0.000000e+000	4.790410e-001	4.790432e-001
3.233354877420899e-004	7.782054e+000	1.811790e+001	0.000000e+000	4.790428e-001	4.790460e-001
3.233356468599429e-004	5.712870e+000	1.811791e+001	0.000000e+000	4.790451e-001	4.790504e-001
3.233359650956487e-004	2.147950e+000	1.811792e+001	0.000000e+000	4.790453e-001	4.790542e-001
3.233366015670603e-004	-2.873857e+000	1.811794e+001	0.000000e+000	4.790354e-001	4.790493e-001
3.233376015670602e-004	-7.009502e+000	1.811797e+001	0.000000e+000	4.790078e-001	4.790258e-001
3.233381101063570e-004	-7.669123e+000	1.811798e+001	0.000000e+000	4.789909e-001	4.790096e-001
3.233409852521980e-004	-7.720171e+000	1.811807e+001	0.000000e+000	4.788896e-001	4.789083e-001
3.233438603980390e-004	-7.761414e+000	1.811815e+001	0.000000e+000	4.787881e-001	4.788069e-001
3.233467355438800e-004	-7.792852e+000	1.811824e+001	0.000000e+000	4.786865e-001	4.787053e-001
3.233496106897210e-004	-7.814484e+000	1.811832e+001	0.000000e+000	4.785847e-001	4.786035e-001
3.233524858355620e-004	-7.826310e+000	1.811841e+001	0.000000e+000	4.784827e-001	4.785016e-001
3.233553609814030e-004	-7.828331e+000	1.811849e+001	0.000000e+000	4.783806e-001	4.783995e-001
3.233582361272440e-004	-7.820547e+000	1.811858e+001	0.000000e+000	4.782783e-001	4.782971e-001
3.234922361272316e-004	-7.860821e+000	1.812253e+001	0.000000e+000	4.734945e-001	4.735134e-001
3.245162361271367e-004	-7.811941e+000	1.815057e+001	0.000000e+000	4.370129e-001	4.370318e-001
3.255402361270418e-004	-7.757902e+000	1.817487e+001	0.000000e+000	4.007742e-001	4.007932e-001
3.265642361269469e-004	-7.700289e+000	1.819544e+001	0.000000e+000	3.647956e-001	3.648146e-001
3.275882361268520e-004	-7.639091e+000	1.821232e+001	0.000000e+000	3.290937e-001	3.291126e-001
3.286122361267571e-004	-7.574282e+000	1.822555e+001	0.000000e+000	2.936851e-001	2.937041e-001
3.296362361266622e-004	-7.505793e+000	1.823516e+001	0.000000e+000	2.585869e-001	2.586059e-001
3.306602361265673e-004	-7.433510e+000	1.824117e+001	0.000000e+000	2.238165e-001	2.238355e-001
